ticker,date,open,close,change_percent,yoy_return_percent,52w_high,52w_low,pe_ratio,dividend_yield,eps,score
NVDA,2026-06-03,221.68499755859375,216.38999938964844,-2.885740832605844,53.26512056387609,236.5399932861328,137.91748812723765,33.13476,45.0,6.53,60
TSLA,2026-06-03,418.70001220703125,429.81500244140625,1.4336650651431546,24.86130045291041,498.8299865722656,273.2099914550781,390.7682,0.0,1.1,40
PLTR,2026-06-03,149.6999969482422,145.6999969482422,-4.2518244716805915,9.409025269641266,207.52000427246094,118.93000030517578,165.61365,0.0,0.88,50
AI,2026-06-03,11.029999732971191,10.75510025024414,-3.8005370602264934,-58.10245337639716,30.110000610351562,7.675000190734863,,0.0,-3.16,50
UPST,2026-06-03,31.860000610351562,30.18000030517578,-6.823090849390237,-40.80031271837889,87.30000305175781,23.96500015258789,73.60976,0.0,0.41,40
JNJ,2026-06-03,222.4499969482422,223.77000427246094,0.39481577694031333,48.53072486279257,250.27068397455253,145.40684780124104,25.929316,240.0,8.63,60
UNH,2026-06-03,380.0,385.0199890136719,1.8786979608570409,31.40914132268743,404.1499938964844,229.78581520843133,29.036198,234.0,13.26,60
PFE,2026-06-03,25.424999237060547,25.475000381469727,-0.29353760403262036,16.724723572426292,28.283138448592776,21.55379490317579,19.446566,673.0,1.31,70
ABBV,2026-06-03,214.8000030517578,217.8300018310547,1.1281374203464978,20.12094970534591,239.13390543920303,175.99635710184808,106.25854,321.0,2.05,50
LLY,2026-06-03,1059.5,1083.0,1.7713644837170952,45.27039285510778,1149.0999755859375,619.3983893784804,38.392555,65.0,28.2,60
AAPL,2026-06-03,314.17498779296875,315.9200134277344,0.2284267743715093,56.02313144865023,316.94000244140625,194.29916455806153,38.243946,34.0,8.26,60
MSFT,2026-06-03,438.45001220703125,431.4751892089844,-2.228548730828058,-6.062755205265513,551.0484106553389,355.51000344849933,25.728682,82.0,16.77,70
GOOGL,2026-06-03,362.0299987792969,363.8599853515625,0.5554730452241234,119.74175397550883,408.6099853515625,161.63563852290417,27.78038,24.0,13.1,70
META,2026-06-03,602.989990234375,615.5150146484375,2.9926559274968163,-7.456803539505481,794.3843975355859,520.260009765625,22.37732,35.0,27.49,70
IBM,2026-06-03,318.2950134277344,309.69500732421875,-5.933542815123436,19.76471649000301,332.4599914550781,212.33999633789062,27.430914,204.99999999999997,11.29,70
DIS,2026-06-03,100.43499755859375,100.86000061035156,-0.5423558149059751,-10.232898791002485,123.85203565522283,92.19000244140625,16.1376,148.0,6.25,70
VZ,2026-06-03,47.45000076293945,47.11000061035156,-1.5876297022998074,14.726399883467684,50.9142112431477,37.17614328461985,11.490244,591.0,4.1,70
T,2026-06-03,24.184999465942383,23.950000762939453,-2.800319171269384,-10.603446588065768,29.135070165247793,22.712292700619045,7.8766446,450.0,3.04,70
CMCSA,2026-06-03,24.71500015258789,24.46500015258789,-1.5492966719184633,-21.38384038353454,32.98140244166982,23.579271919810054,4.797059,531.0,5.1,70
FOX,2026-06-03,58.43000030517578,58.09000015258789,-0.9548190259533393,15.728870323158914,67.81057137405583,47.91871657446521,15.286842,95.0,3.8,70
BA,2026-06-03,216.10000610351562,215.44000244140625,-1.038123352557165,0.9417653725352368,254.35000610351562,176.77000427246094,85.15415,0.0,2.53,40
CAT,2026-06-03,914.4299926757812,928.9149780273438,2.0998868467061,168.73734610944405,931.3499755859375,341.2270431523266,46.191692,66.0,20.11,60
GE,2026-06-03,313.44000244140625,314.05999755859375,-1.151958846798243,26.86235493697666,347.97310029360074,231.0172189903246,39.062187,59.0,8.04,50
HON,2026-06-03,233.89999389648438,235.00570678710938,-0.09534878395758495,12.353782212012044,246.82349932269608,184.82161977006473,37.551117,202.0,6.26,50
RTX,2026-06-03,173.00999450683594,173.93499755859375,-0.18650118127338652,28.514215421497504,213.6102078060541,133.30543890986203,32.63321,159.0,5.33,60
XOM,2026-06-03,150.60499572753906,152.8800048828125,2.219849811723925,51.97806414219445,175.22069359950967,98.58741679487991,25.72894,275.0,5.94,60
CVX,2026-06-03,188.88999938964844,190.05999755859375,1.3383068333745956,41.899127195028065,212.76128796319327,131.10880639052795,33.098434,380.0,5.74,50
COP,2026-06-03,117.58999633789062,118.02999877929688,0.9925524133255562,38.7124789538553,134.86769582626377,82.4956633304293,20.005085,287.0,5.9,60
MPC,2026-06-03,265.5799865722656,267.010009765625,1.5015632341254879,68.07781609474723,267.989990234375,152.93687762008994,17.589592,149.0,15.18,70
EOG,2026-06-03,139.6199951171875,140.63499450683594,1.4828926602891286,29.096890934396306,150.6999092621477,99.85540711266371,13.828416,294.0,10.17,80
NEE,2026-06-03,85.66000366210938,85.98500061035156,0.35597607853574753,23.786334237363125,98.75,65.78723409666566,21.822336,291.0,3.94,70
DUK,2026-06-03,121.33999633789062,122.70999908447266,1.3378501904166888,8.796340608882518,133.3377889471218,109.82237122157201,18.878462,352.0,6.5,80
SO,2026-06-03,90.5999984741211,91.74970245361328,1.3696832262989969,5.7577651265981755,98.76226797530093,82.46411171145235,23.465397,336.0,3.91,60
AEP,2026-06-03,127.19999694824219,128.65499877929688,1.215481206456301,29.076383855068848,138.43463058600236,97.62829634093943,19.031803,299.0,6.76,70
EXC,2026-06-03,45.03499984741211,45.810001373291016,1.8000030517578127,8.193037916521163,50.650001525878906,41.02575101201561,16.78022,373.0,2.73,70
