ticker,date,open,close,change_percent,yoy_return_percent,52w_high,52w_low,pe_ratio,dividend_yield,eps,score
NVDA,2026-06-03,221.68499755859375,217.17999267578125,-2.531197586862513,53.84591691197045,236.5399932861328,137.91748812723765,33.257275,45.0,6.53,60
TSLA,2026-06-03,418.70001220703125,424.9100036621094,0.2761158858495344,23.438000701885702,498.8299865722656,273.2099914550781,386.2818,0.0,1.1,40
PLTR,2026-06-03,149.6999969482422,144.72689819335938,-4.891305819247172,8.706917008433985,207.52000427246094,118.93000030517578,164.56819,0.0,0.88,50
AI,2026-06-03,11.029999732971191,10.510000228881836,-5.992844883767747,-59.057264520276554,30.110000610351562,7.675000190734863,,0.0,-3.16,50
UPST,2026-06-03,31.860000610351562,30.030000686645508,-7.286195577259457,-41.09454500530937,87.30000305175781,23.96500015258789,73.268295,0.0,0.41,40
JNJ,2026-06-03,222.4499969482422,224.83990478515625,0.8748285705268708,49.24087239487458,250.27068397455253,145.4068326188529,26.039398,240.0,8.63,60
UNH,2026-06-03,380.0,385.7099914550781,2.0612769238359863,31.66003832210275,404.1499938964844,229.78581520843133,29.088234,234.0,13.26,60
PFE,2026-06-03,25.424999237060547,25.562700271606445,0.0497105085133445,17.126558519639357,28.283138448592776,21.55379490317579,19.513512,673.0,1.31,70
ABBV,2026-06-03,214.8000030517578,218.72000122070312,1.5413219212133586,20.567617635288617,239.13390543920303,175.99637231209275,106.65366,321.0,2.05,50
LLY,2026-06-03,1059.5,1080.6400146484375,1.5495926190909635,44.95383145238038,1149.0999755859375,619.3984502312096,38.320568,65.0,28.2,60
AAPL,2026-06-03,314.17498779296875,315.8900146484375,0.2189093955215456,56.02067456877613,316.94000244140625,194.29916455806153,38.243343,34.0,8.26,60
MSFT,2026-06-03,438.45001220703125,432.1050109863281,-2.085832322673238,-5.921236837380782,551.0484742016899,355.51000344849933,25.766548,82.0,16.77,70
GOOGL,2026-06-03,362.0299987792969,362.8699951171875,0.2818817179679924,119.1228178317812,408.6099853515625,161.63563852290417,27.699999,24.0,13.1,70
META,2026-06-03,602.989990234375,611.4000244140625,2.3041044490311564,-8.029167190766538,794.3843975355859,520.260009765625,22.240816,35.0,27.49,70
IBM,2026-06-03,318.2950134277344,305.19500732421875,-7.300368392937141,18.024470360198613,332.4599914550781,212.33999633789062,27.031887,204.99999999999997,11.29,70
DIS,2026-06-03,100.43499755859375,100.97000122070312,-0.43388465192478004,-10.13499639299807,123.85203565522283,92.19000244140625,16.155201,148.0,6.25,70
VZ,2026-06-03,47.45000076293945,47.15999984741211,-1.4831817428760108,14.872511193382332,50.9142112431477,37.17614328461985,11.503659,591.0,4.1,70
T,2026-06-03,24.184999465942383,24.045000076293945,-2.414770000377754,-10.248855444649056,29.135070165247793,22.712292700619045,7.9095397,450.0,3.04,70
CMCSA,2026-06-03,24.71500015258789,24.594999313354492,-1.0261612241478468,-20.966094492703274,32.98139858351537,23.579271919810054,4.822549,531.0,5.1,70
FOX,2026-06-03,58.43000030517578,58.25,-0.6820145191341698,16.047627450792636,67.81057137405583,47.91871657446521,15.328948,95.0,3.8,70
BA,2026-06-03,216.10000610351562,216.05499267578125,-0.7556289827840625,1.229911488582396,254.35000610351562,176.77000427246094,85.39723,0.0,2.53,40
CAT,2026-06-03,914.4299926757812,922.0349731445312,1.3436844636509047,166.74694408432714,931.3499755859375,341.2270431523266,45.849575,66.0,20.11,60
GE,2026-06-03,313.44000244140625,314.44000244140625,-1.032355145000278,27.015847441486628,347.97310029360074,231.01723401301004,39.109455,59.0,8.04,50
HON,2026-06-03,233.89999389648438,235.39999389648438,0.07226891639373112,12.54228677482189,246.82349932269608,184.82161977006473,37.603832,202.0,6.26,50
RTX,2026-06-03,173.00999450683594,174.91000366210938,0.37301111888187205,29.234626382127836,213.6102078060541,133.30545348216108,32.816135,159.0,5.33,60
XOM,2026-06-03,150.60499572753906,152.14990234375,1.731682821231387,51.25226896317759,175.22069359950967,98.58740917297756,25.614462,275.0,5.94,60
CVX,2026-06-03,188.88999938964844,189.49000549316406,1.0343921140171197,41.473570120254195,212.76128796319327,131.10880639052795,33.012196,380.0,5.74,50
COP,2026-06-03,117.58999633789062,117.55999755859375,0.5903951363019012,38.16011908679323,134.86769582626377,82.4956633304293,19.92288,287.0,5.9,70
MPC,2026-06-03,265.5799865722656,266.17999267578125,1.186039362177275,67.5553519269319,266.9639892578125,152.9368625812001,17.534914,149.0,15.18,70
EOG,2026-06-03,139.6199951171875,139.97000122070312,1.0030302866809095,28.48646462812832,150.6999092621477,99.85540711266371,13.763028,294.0,10.17,80
NEE,2026-06-03,85.66000366210938,86.2750015258789,0.6944458666944963,24.211046269402487,98.75,65.78723409666566,21.897207,291.0,3.94,70
DUK,2026-06-03,121.33999633789062,123.33000183105469,1.8498683300918854,9.346043408156003,133.3377889471218,109.82237877586249,18.973846,352.0,6.5,80
SO,2026-06-03,90.5999984741211,92.20500183105469,1.872720864897343,6.282587560828574,98.76226797530093,82.46411171145235,23.58184,336.0,3.91,60
AEP,2026-06-03,127.19999694824219,129.56500244140625,1.9313994329843136,29.98936806178006,138.43463058600236,97.62829634093943,19.16642,299.0,6.76,70
EXC,2026-06-03,45.03499984741211,46.11000061035156,2.4666680230034723,8.901579224528096,50.650001525878906,41.02575101201561,16.89011,373.0,2.73,70
